Provfiske;Area;Areanamn;Sektion;Sektion_namn;Station;Stations_namn;Position_N;Position_E;Redskap;Årtal;Vecka;Dag;Vtn.stånd;YtTmp I;YtTmp Upp;VindRiktn.I;VindSt.I;Vind_upp_rikn;VindSt.Upp;Ström_I_rikn;Ström_upp_rikn;Salthalt_I_yta;Salthalt_I_botten;Salthalt_upp_yta;Salthalt_upp_botten;Drift_i;Drift_u;Drift_dim;Siktdjup;Lufttryck_i;Lufttryck_upp;Ansträngning;Sjuk_kontroll;Nr;Störning;TmpBtnI;TmpBtnU;Art;Vikt;Längdgr_std;Antal;<>;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;84;85;86;87;88;89;90;91;93;94;96;97;98;99;101;103;104;106;109;111;114;116
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;35;2;;23.1;24.4;360;14;360;12;;;;;;;2;2;0;33;;;1;1;50;0;23.8;24.7;ABBO;2.07;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;37;3;;23.1;22.6;225;10;225;9;;;;;;;2;2;0;40;;;1;1;17;0;21.8;21.4;ABBO;0.86;3;14;;;;;;2;1;2;1;;1;2;3;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;37;3;;23.1;22.6;225;10;225;9;;;;;;;2;2;0;40;;;1;1;17;0;21.8;21.4;BJÖR;0.05;3;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;37;3;;23.1;22.6;225;10;225;9;;;;;;;2;2;0;40;;;1;1;17;0;21.8;21.4;GÄDD;0.22;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;37;3;;23.1;22.6;225;10;225;9;;;;;;;2;2;0;40;;;1;1;17;0;21.8;21.4;MÖRT;0.27;3;5;;;;;;;;;1;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;37;3;;23.1;22.6;225;10;225;9;;;;;;;2;2;0;40;;;1;1;22;0;21.8;21.4;ABBO;0.41;3;6;;;;;;;;;;2;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;37;3;;23.1;22.6;225;10;225;9;;;;;;;2;2;0;40;;;1;1;22;0;21.8;21.4;BJÖR;0.04;3;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;37;3;;23.1;22.6;225;10;225;9;;;;;;;2;2;0;40;;;1;1;22;0;21.8;21.4;GÄDD;0.15;3;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;37;3;;23.1;22.6;225;10;225;9;;;;;;;2;2;0;40;;;1;1;22;0;21.8;21.4;MÖRT;1.4;3;16;;;;;;;;;;;2;3;3;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;37;3;;23.1;22.6;225;10;225;9;;;;;;;2;2;0;40;;;1;1;22;0;21.8;21.4;SARV;0.43;3;5;;;;;;;;;;2;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;37;3;;23.1;22.6;225;10;225;9;;;;;;;2;2;0;40;;;1;1;25;0;21.8;21.4;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;37;3;;23.1;22.6;225;10;225;9;;;;;;;2;2;0;40;;;1;1;33;0;21.8;21.4;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;37;3;;23.1;22.6;225;10;225;9;;;;;;;2;2;0;40;;;1;1;50;0;21.8;21.4;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;44;2;;11.7;12.8;180;7;180;10;;;;;;;2;2;0;38;;;1;2;17;0;12.9;12.1;ABBO;0.65;3;9;;;;;;2;4;;;;;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;44;2;;11.7;12.8;180;7;180;10;;;;;;;2;2;0;38;;;1;2;22;0;12.9;12.1;ABBO;0.98;3;13;;;;;;;;;;1;4;3;2;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;44;2;;11.7;12.8;180;7;180;10;;;;;;;2;2;0;38;;;1;2;22;0;12.9;12.1;BRAX;0.07;3;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;44;2;;11.7;12.8;180;7;180;10;;;;;;;2;2;0;38;;;1;2;22;0;12.9;12.1;MÖRT;1.04;3;14;;;;;;;;;;;3;5;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;44;2;;11.7;12.8;180;7;180;10;;;;;;;2;2;0;38;;;1;2;22;0;12.9;12.1;SARV;0.52;3;6;;;;;;;;;1;;;1;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;44;2;;11.7;12.8;180;7;180;10;;;;;;;2;2;0;38;;;1;2;25;0;12.9;12.1;ABBO;0.48;3;3;;;;;;;;;;;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;44;2;;11.7;12.8;180;7;180;10;;;;;;;2;2;0;38;;;1;2;25;0;12.9;12.1;GÄDD;0.25;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;44;2;;11.7;12.8;180;7;180;10;;;;;;;2;2;0;38;;;1;2;25;0;12.9;12.1;MÖRT;0.16;3;2;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;44;2;;11.7;12.8;180;7;180;10;;;;;;;2;2;0;38;;;1;2;25;0;12.9;12.1;SARV;0.43;3;4;;;;;;;;;;;1;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;44;2;;11.7;12.8;180;7;180;10;;;;;;;2;2;0;38;;;1;2;33;0;12.9;12.1;ABBO;0.95;3;6;;;;;;;;;;;;;;1;1;1;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;44;2;;11.7;12.8;180;7;180;10;;;;;;;2;2;0;38;;;1;2;33;0;12.9;12.1;MÖRT;0.42;3;4;;;;;;;;;;;;;2;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;44;2;;11.7;12.8;180;7;180;10;;;;;;;2;2;0;38;;;1;2;33;0;12.9;12.1;SARV;1.8;3;15;;;;;;;;;;;3;;2;4;1;2;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;44;2;;11.7;12.8;180;7;180;10;;;;;;;2;2;0;38;;;1;2;50;0;12.9;12.1;ABBO;1.03;3;3;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;49;4;;12.1;12.3;0;0;225;10;;;;;;;2;2;0;41;;;1;1;17;0;10.9;11.9;ABBO;0.71;3;5;;;;;;;3;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;49;4;;12.1;12.3;0;0;225;10;;;;;;;2;2;0;41;;;1;1;17;0;10.9;11.9;MÖRT;0.08;3;2;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;49;4;;12.1;12.3;0;0;225;10;;;;;;;2;2;0;41;;;1;1;17;0;10.9;11.9;SARV;0.2;3;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;49;4;;12.1;12.3;0;0;225;10;;;;;;;2;2;0;41;;;1;1;22;0;10.9;11.9;ABBO;0.04;3;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;49;4;;12.1;12.3;0;0;225;10;;;;;;;2;2;0;41;;;1;1;22;0;10.9;11.9;BJÖR;0.05;3;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;49;4;;12.1;12.3;0;0;225;10;;;;;;;2;2;0;41;;;1;1;22;0;10.9;11.9;MÖRT;0.88;3;12;;;;;;;;;;;2;7;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;49;4;;12.1;12.3;0;0;225;10;;;;;;;2;2;0;41;;;1;1;22;0;10.9;11.9;SARV;0.66;3;7;;;;;;;;;;;1;2;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;49;4;;12.1;12.3;0;0;225;10;;;;;;;2;2;0;41;;;1;1;25;0;10.9;11.9;ABBO;1.56;3;9;;;;;;;;;;;;1;2;1;1;;1;;1;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;49;4;;12.1;12.3;0;0;225;10;;;;;;;2;2;0;41;;;1;1;25;0;10.9;11.9;BJÖR;0.05;3;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;49;4;;12.1;12.3;0;0;225;10;;;;;;;2;2;0;41;;;1;1;25;0;10.9;11.9;MÖRT;0.91;3;10;;;;;;;;;;;1;1;4;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;49;4;;12.1;12.3;0;0;225;10;;;;;;;2;2;0;41;;;1;1;25;0;10.9;11.9;SARV;1.42;3;11;;;;;;;;;;;1;;2;;2;5;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;49;4;;12.1;12.3;0;0;225;10;;;;;;;2;2;0;41;;;1;1;33;0;10.9;11.9;ABBO;0.76;3;4;;;;;;;;;;;;;;;;;;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;49;4;;12.1;12.3;0;0;225;10;;;;;;;2;2;0;41;;;1;1;33;0;10.9;11.9;MÖRT;0.32;3;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;49;4;;12.1;12.3;0;0;225;10;;;;;;;2;2;0;41;;;1;1;33;0;10.9;11.9;SARV;2.13;3;13;;;;;;;;;;;;;;;2;4;;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;49;4;;12.1;12.3;0;0;225;10;;;;;;;2;2;0;41;;;1;1;50;0;10.9;11.9;ABBO;0.46;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2003;49;4;;12.1;12.3;0;0;225;10;;;;;;;2;2;0;41;;;1;1;50;0;10.9;11.9;SARV;0.14;3;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2004;7;3;;7.9;7.7;360;11;45;10;;;;;;;2;2;0;30;;;1;1;17;0;7.6;7.1;ABBO;0.02;3;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2004;7;3;;7.9;7.7;360;11;45;10;;;;;;;2;2;0;30;;;1;1;17;0;7.6;7.1;MÖRT;0.27;3;6;;;;;;;;;2;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2004;7;3;;7.9;7.7;360;11;45;10;;;;;;;2;2;0;30;;;1;1;22;0;7.6;7.1;ABBO;0.28;3;2;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2004;7;3;;7.9;7.7;360;11;45;10;;;;;;;2;2;0;30;;;1;1;22;0;7.6;7.1;MÖRT;1.97;3;27;;;;;;;;;;3;1;9;6;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2004;7;3;;7.9;7.7;360;11;45;10;;;;;;;2;2;0;30;;;1;1;25;0;7.6;7.1;GÄDD;0.44;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2004;7;3;;7.9;7.7;360;11;45;10;;;;;;;2;2;0;30;;;1;1;25;0;7.6;7.1;MÖRT;1.72;3;19;;;;;;;;;;;;1;5;9;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2004;7;3;;7.9;7.7;360;11;45;10;;;;;;;2;2;0;30;;;1;1;33;0;7.6;7.1;MÖRT;0.14;3;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2004;7;3;;7.9;7.7;360;11;45;10;;;;;;;2;2;0;30;;;1;1;50;0;7.6;7.1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2004;14;2;;10.5;10.6;0;0;0;0;;;;;;;2;2;0;30;;;1;1;17;0;10.3;10.4;SARV;0.07;3;2;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2004;14;2;;10.5;10.6;0;0;0;0;;;;;;;2;2;0;30;;;1;1;22;0;10.3;10.4;ABBO;0.09;3;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2004;14;2;;10.5;10.6;0;0;0;0;;;;;;;2;2;0;30;;;1;1;22;0;10.3;10.4;GERS;0.04;3;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2004;14;2;;10.5;10.6;0;0;0;0;;;;;;;2;2;0;30;;;1;1;22;0;10.3;10.4;MÖRT;0.48;3;6;;;;;;;;;;;;;2;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2004;14;2;;10.5;10.6;0;0;0;0;;;;;;;2;2;0;30;;;1;1;22;0;10.3;10.4;SARV;0.15;3;2;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2004;14;2;;10.5;10.6;0;0;0;0;;;;;;;2;2;0;30;;;1;1;25;0;10.3;10.4;ABBO;0.4;3;4;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2004;14;2;;10.5;10.6;0;0;0;0;;;;;;;2;2;0;30;;;1;1;25;0;10.3;10.4;MÖRT;0.17;3;2;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2004;14;2;;10.5;10.6;0;0;0;0;;;;;;;2;2;0;30;;;1;1;25;0;10.3;10.4;SARV;0.06;3;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2004;14;2;;10.5;10.6;0;0;0;0;;;;;;;2;2;0;30;;;1;1;33;0;10.3;10.4;ABBO;0.62;3;3;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2004;14;2;;10.5;10.6;0;0;0;0;;;;;;;2;2;0;30;;;1;1;50;0;10.3;10.4;ABBO;1.44;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09D;BT;Biotestsjön. Forsmark;1;Biotestsjön;1;Malören;60 25.330;18 11.258;9;2004;19;2;;13.7;12.6;135;8;180;4;;;;;;;2;2;0;31;;;1;1;17;0;13.2;12.8;ABBO;0.08;3;3;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
